area_position,region,province,istat,district,year,mounth,interruption_duration,interruption_duration_range,interruption_number,interruption_number_range,dur_number,client_number,altitude,altitude_range,coastal_region,mountain_region,urbanization,opex,opex_generated,capex,capex_generated,sales,ebitda,population_number,coordX,coordY,start_x,start_y
Centro,Campania,Avellino,64080,ROTONDI,2017,12,155906.2537,0,11167.48239,0,0-0,1360,272,3,0,P,2,#N/A,16302.44427,#N/A,30858.19638,#N/A,#N/A,3580,970279,4557733,0,0
Nord,Emilia Romagna e Marche,Piacenza-Parma,33039,ROTTOFRENO,2017,12,65641.06729,0,2889.993148,0,0-0,5445,65,5,0,NM,2,#N/A,188.2230028,#N/A,3078.575368,#N/A,#N/A,11641,544595,4990362,0,0
Nord,Triveneto,Vicenza,24089,ROTZO,2017,12,14614.06507,0,1944.185309,0,0-0,788,939,1,0,T,3,#N/A,744.1973449,#N/A,8054.571959,#N/A,#N/A,638,685590,5085877,0,0
Nord,Piemonte e Liguria,Rivoli,1227,ROURE,2017,12,65622.35847,0,7006.908006,0,0-0,1168,860,1,0,T,3,#N/A,624.7638908,#N/A,11632.45197,#N/A,#N/A,888,352521,4986081,0,0
Nord,Piemonte e Liguria,Vercelli-Biella,2122,ROVASENDA,2017,12,21809.40605,0,3687.596211,0,0-0,489,221,5,0,NM,3,#N/A,2585.179443,#N/A,10299.68841,#N/A,#N/A,979,446668,5042864,0,0
Nord,Lombardia,Brescia-Breno,17166,ROVATO,2017,12,120007.2857,0,16896.08707,0,0-0,8036,192,5,0,NM,2,#N/A,491.6669154,#N/A,6002.378084,#N/A,#N/A,17562,578947,5044217,0,0
Nord,Piemonte e Liguria,Genova,10052,ROVEGNO,2017,12,26689.60876,0,42933.05272,1,0-1,1108,658,1,0,T,3,#N/A,1669.501796,#N/A,4376.927873,#N/A,#N/A,568,524743,4935140,0,0
Nord,Lombardia,Varese,13201,ROVELLASCA,2017,12,129242.204,0,4078.898402,0,0-0,3452,244,5,0,NM,2,#N/A,449.3946868,#N/A,2474.873773,#N/A,#N/A,7565,503915,5057374,0,0
Nord,Lombardia,Varese,13202,ROVELLOPORRO,2017,12,663.4126683,0,325.218899,0,0-0,2788,240,5,0,NM,2,#N/A,1428.28279,#N/A,3553.496246,#N/A,#N/A,6035,502973,5055876,0,0
Nord,Lombardia,Mantova,20053,ROVERBELLA,2017,12,44932.63082,0,11914.59484,0,0-0,3713,48,5,0,NM,3,#N/A,153.1230304,#N/A,3812.913446,#N/A,#N/A,8500,641900,5013753,0,0
Nord,Triveneto,Verona,23065,ROVERCHIARA,2017,12,62268.19286,0,3281.740845,0,0-0,1088,20,5,0,NM,3,#N/A,190.9685027,#N/A,1920.380924,#N/A,#N/A,2740,675846,5014855,0,0
Nord,Triveneto,Verona,23066,ROVEREDODIGUA,2017,12,30218.07047,0,1329.387938,0,0-0,606,16,5,0,NM,3,#N/A,5750.634478,#N/A,12503.52907,#N/A,#N/A,1541,693317,5016489,0,0
Nord,Triveneto,Pordenone,93036,ROVEREDOINPIANO,2017,12,25645.6109,0,1852.114205,0,0-0,2853,99,5,0,NM,2,#N/A,12930.82355,#N/A,23849.22455,#N/A,#N/A,5779,779539,5101895,0,0
Nord,Triveneto,Verona,23067,ROVEREVERONESE,2017,12,80251.24678,0,4715.080029,0,0-0,1482,843,1,0,T,3,#N/A,2420.192555,#N/A,8799.205367,#N/A,#N/A,2127,662149,5051963,0,0
Nord,Lombardia,Pavia,18131,ROVESCALA,2017,12,58744.23489,0,3417.025967,0,0-0,557,250,3,0,NM,3,#N/A,2249.76511,#N/A,4180.735795,#N/A,#N/A,917,527571,4984221,0,0
Nord,Lombardia,Bergamo,16187,ROVETTA,2017,12,25021.33159,0,6638.326587,0,0-0,3110,658,1,0,T,2,#N/A,4104.75214,#N/A,8147.605229,#N/A,#N/A,3953,577108,5084358,0,0
Centro,Lazio. Abruzzo e Molise,Roma Esterna-Rieti,58092,ROVIANO,2017,12,93089.73964,0,13842.59346,0,0-0,826,523,1,0,T,3,#N/A,12662.55169,#N/A,26017.66191,#N/A,#N/A,1392,830767,4660961,0,0
Nord,Triveneto,Rovigo,29041,ROVIGO,2017,12,589983.4313,0,7594.868983,0,0-0,25879,7,5,0,NM,2,#N/A,4164.75823,#N/A,10457.99948,#N/A,#N/A,50164,720124,4994684,0,0
Sud,Calabria,Cosenza-Castrovillari,78110,ROVITO,2017,12,80616.66811,0,9984.071699,0,0-0,1307,744,3,0,T,2,#N/A,72544.67927,#N/A,291770.1122,#N/A,#N/A,3078,1131288,4376922,0,0
Nord,Triveneto,Padova,28071,ROVOLON,2017,12,42239.80894,0,8145.174152,0,0-0,2210,18,3,0,NM,3,#N/A,658.4654352,#N/A,3458.307296,#N/A,#N/A,4777,707603,5028890,0,0
Nord,Triveneto,Padova,28072,RUBANO,2017,12,230403.6726,0,15473.73701,0,0-0,7336,18,5,0,NM,2,#N/A,372.1360205,#N/A,9996.063129,#N/A,#N/A,15669,719218,5035365,0,0
Nord,Piemonte e Liguria,Rivoli,1229,RUBIANA,2017,12,15831.98057,0,3640.372644,0,0-0,1937,640,1,0,T,2,#N/A,349.2170458,#N/A,620.5632978,#N/A,#N/A,2417,372345,5001755,0,0
Nord,Emilia Romagna e Marche,Reggio Emilia-Modena,35036,RUBIERA,2017,12,107368.4083,0,6555.759597,0,0-0,6920,53,5,0,NM,2,#N/A,1373.545776,#N/A,2888.122307,#N/A,#N/A,14421,641773,4948034,0,0
Nord,Triveneto,Udine-Monfalcone,30098,RUDA,2017,12,57383.8018,0,2795.991521,0,0-0,1377,12,5,0,NM,3,#N/A,259.8255191,#N/A,637.8062186,#N/A,#N/A,2995,840837,5085504,0,0
Nord,Lombardia,Brescia-Breno,17167,RUDIANO,2017,12,77520.81801,0,9745.874843,0,0-0,2227,117,5,0,NM,2,#N/A,919.4659056,#N/A,2326.587054,#N/A,#N/A,5699,569854,5037737,0,0
Nord,Piemonte e Liguria,Ivrea,1230,RUEGLIO,2017,12,19309.43771,0,3748.630442,0,0-0,579,675,1,0,T,3,#N/A,8580.470271,#N/A,14751.95387,#N/A,#N/A,773,401396,5036526,0,0
Sud,Puglia e Basilicata,Lecce-Maglie,75064,RUFFANO,2017,12,400406.717,0,18749.38929,0,0-0,4708,127,5,0,NM,2,#N/A,127.7848158,#N/A,689.5101977,#N/A,#N/A,9854,1290151,4467629,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4198,RUFFIA,2017,12,1796.450909,0,252.4530267,0,0-0,171,282,5,0,NM,3,#N/A,545.1404037,#N/A,11243.57291,#N/A,#N/A,350,389379,4951991,0,0
Centro,Toscana e Umbria,Firenze,48037,RUFINA,2017,12,164727.6477,0,9019.404134,0,0-0,3661,115,3,0,T,2,#N/A,4586.881086,#N/A,23506.23231,#N/A,#N/A,7382,703830,4854994,0,0
Centro,Sardegna,Nuoro-Oristano,95044,RUINAS,2017,12,46883.20561,0,821.6603509,0,0-0,397,359,3,0,T,3,#N/A,926.2378095,#N/A,9571.846299,#N/A,#N/A,728,490395,4417516,0,0
Nord,Lombardia,Pavia,18132,RUINO,2017,12,113814.0801,0,4752.353976,0,0-0,532,526,3,0,T,3,#N/A,2752.79269,#N/A,14052.81698,#N/A,#N/A,745,520120,4973987,0,0
Sud,Puglia e Basilicata,Basilicata,76071,RUOTI,2017,12,48214.20669,0,3569.09179,0,0-0,1581,751,1,0,T,3,#N/A,803.9024262,#N/A,1569.647541,#N/A,#N/A,3542,1065563,4527423,0,0
Nord,Emilia Romagna e Marche,Forli'-Ravenna,39016,RUSSI,2017,12,118436.6527,0,9616.381291,0,0-0,5846,13,5,0,NM,2,#N/A,1121.394129,#N/A,2049.06538,#N/A,#N/A,12083,742921,4918010,0,0
Sud,Puglia e Basilicata,Bari,72037,RUTIGLIANO,2017,12,671860.5418,0,12840.13219,0,0-0,7783,125,5,0,NM,2,#N/A,327.7836045,#N/A,3473.178843,#N/A,#N/A,18418,1173823,4569123,0,0
Centro,Campania,Salerno-Sala Consilina,65112,RUTINO,2017,12,5834.02479,0,910.6129173,0,0-0,437,371,3,0,P,3,#N/A,6320.000051,#N/A,101732.4875,#N/A,#N/A,889,1018115,4479310,0,0
Centro,Campania,Caserta,61073,RUVIANO,2017,12,71981.78207,0,10945.47223,0,0-0,815,80,3,0,NM,3,#N/A,2744.436579,#N/A,23847.35028,#N/A,#N/A,1822,953940,4576658,0,0
Sud,Puglia e Basilicata,Basilicata,76072,RUVODELMONTE,2017,12,20249.59717,0,1451.3079,0,0-0,765,638,3,0,T,3,#N/A,109.9890446,#N/A,2319.340563,#N/A,#N/A,1099,1051403,4545499,0,0
Sud,Puglia e Basilicata,Bari,72038,RUVODIPUGLIA,2017,12,445922.8012,0,24034.41915,0,0-0,12432,256,3,0,P,3,#N/A,8568.661508,#N/A,14752.70294,#N/A,#N/A,25662,1124491,4570097,0,0
Nord,Triveneto,Verona,23077,S.AMBROGIOVALPOLICE,2017,12,104874.6216,0,8955.74637,0,0-0,5430,174,3,0,P,2,#N/A,7496.128718,#N/A,12954.84058,#N/A,#N/A,11422,643894,5044663,0,0
Nord,Triveneto,Padova,28082,S.ANGELOPIOVEDISA,2017,12,195002.3366,0,8700.570811,0,0-0,3067,8,5,0,NM,2,#N/A,1358.028034,#N/A,8970.480292,#N/A,#N/A,7211,735555,5025513,0,0
Nord,Triveneto,Rovigo,29043,S.BELLINO,2017,12,5374.971028,0,1121.336944,0,0-0,505,7,5,0,NM,3,#N/A,742.1735091,#N/A,8196.323429,#N/A,#N/A,1156,703989,4989364,0,0
Nord,Triveneto,Treviso,26071,S.BIAGIODICALLALTA,2017,12,185686.1617,0,34150.21193,1,0-1,5732,10,5,0,NM,3,#N/A,1000.69958,#N/A,2122.874127,#N/A,#N/A,13039,763841,5064957,0,0
Nord,Triveneto,Verona,23069,S.BONIFACIO,2017,12,256944.9859,0,18796.46435,0,0-0,9326,31,5,0,NM,2,#N/A,7174.494689,#N/A,15215.70859,#N/A,#N/A,20275,679059,5029775,0,0
Nord,Triveneto,Udine-Monfalcone,31018,S.CANZIANDISONZO,2017,12,8767.714911,0,7503.200956,0,0-0,2958,8,5,0,NM,2,#N/A,7.351913848,#N/A,121.1949559,#N/A,#N/A,6309,847031,5079278,0,0
Nord,Triveneto,Udine-Monfalcone,30099,S.DANIELEDELFRIULI,2017,12,127127.6148,0,10701.03829,0,0-0,4209,252,3,0,NM,2,#N/A,181.4173635,#N/A,2157.192501,#N/A,#N/A,8072,809118,5119500,0,0
Nord,Triveneto,Udine-Monfalcone,32004,S.DORLIGODELLAVALL,2017,12,70167.42973,0,1148.51277,0,0-0,2899,106,4,0,P,2,#N/A,107.9174501,#N/A,192.1883793,#N/A,#N/A,5912,878810,5062623,0,0
Nord,Triveneto,Padova,28083,S.ELENA,2017,12,16852.74063,0,682.3656809,0,0-0,998,8,5,0,NM,2,#N/A,1462.217165,#N/A,3644.518144,#N/A,#N/A,2430,712638,5007319,0,0
Nord,Triveneto,Udine-Monfalcone,31019,S.FLORIANODELCOLLI,2017,12,398.1460021,0,353.7312409,0,0-0,370,276,3,0,T,3,#N/A,68.15006824,#N/A,295.9051385,#N/A,#N/A,798,854035,5101025,0,0
Nord,Triveneto,Vicenza,24092,S.GERMANODEIBERICI,2017,12,4205.158529,0,703.4529337,0,0-0,553,90,3,0,NM,3,#N/A,6766.402608,#N/A,25017.49456,#N/A,#N/A,1153,693948,5029211,0,0
Nord,Triveneto,Padova,28075,S.GIORGIODELLEPERT,2017,12,112157.3377,0,8464.45298,0,0-0,4091,21,5,0,NM,2,#N/A,236.4415764,#N/A,2938.265613,#N/A,#N/A,9979,725881,5046835,0,0
Nord,Triveneto,Udine-Monfalcone,30100,S.GIORGIODINOGARO,2017,12,152981.2935,0,10815.38467,0,0-0,3671,7,5,0,NM,2,#N/A,465.5816732,#N/A,938.3048432,#N/A,#N/A,7681,827700,5081905,0,0
Nord,Triveneto,Padova,28076,S.GIORGIOINBOSCO,2017,12,52734.13521,0,6550.710536,0,0-0,2629,29,5,0,NM,3,#N/A,3797.122987,#N/A,6871.275357,#N/A,#N/A,6244,718748,5052196,0,0
Nord,Triveneto,Pordenone,93038,S.GIORGIORICHINVELD,2017,12,225275.7514,0,17227.69154,0,0-0,2296,86,5,0,NM,3,#N/A,409.6609745,#N/A,1341.120578,#N/A,#N/A,4530,797824,5106589,0,0
Nord,Triveneto,Udine-Monfalcone,30101,S.GIOVANNIALNATISO,2017,12,37057.01022,0,3971.680116,0,0-0,2996,66,5,0,NM,2,#N/A,187.6489794,#N/A,628.4455634,#N/A,#N/A,6117,841623,5099715,0,0
Nord,Triveneto,Verona,23070,S.GIOVANNIILARIONE,2017,12,69420.1112,0,7006.908006,0,0-0,2123,194,3,0,P,3,#N/A,2036.425444,#N/A,11934.52916,#N/A,#N/A,5111,674725,5044077,0,0
Nord,Triveneto,Verona,23071,S.GIOVANNILUPATOTO,2017,12,243907.5335,0,23175.93036,0,0-0,10959,42,5,0,NM,2,#N/A,786.8896329,#N/A,2888.305144,#N/A,#N/A,24148,659606,5026171,0,0
Nord,Triveneto,Padova,28080,S.GIUSTINAINCOLLE,2017,12,147054.1536,0,13025.53666,0,0-0,2854,24,5,0,NM,2,#N/A,2520.629326,#N/A,5291.164386,#N/A,#N/A,7131,725998,5051428,0,0
Nord,Triveneto,Belluno,25045,S.GREGORIONELLEALP,2017,12,14530.05828,0,3098.786651,0,0-0,903,528,1,0,T,3,#N/A,5.206460089,#N/A,17.72664144,#N/A,#N/A,1607,734105,5112228,0,0
Nord,Triveneto,Treviso,26075,S.LUCIADIPIAVE,2017,12,101752.5564,0,5233.648246,0,0-0,3818,55,5,0,NM,2,#N/A,638.476811,#N/A,3244.51684,#N/A,#N/A,9081,755624,5080942,0,0
Nord,Triveneto,Padova,28081,S.MARGHERITADADIGE,2017,12,28907.92286,0,1539.666459,0,0-0,989,12,5,0,NM,3,#N/A,569.6825011,#N/A,2723.559386,#N/A,#N/A,2299,700972,5008169,0,0
Nord,Triveneto,Udine-Monfalcone,30104,S.MARIALALONGA,2017,12,1429.212946,0,1032.532879,0,0-0,1056,39,5,0,NM,3,#N/A,336.399081,#N/A,730.8740319,#N/A,#N/A,2417,832290,5096433,0,0
Nord,Triveneto,Pordenone,93039,S.MARTINOALTAGLIAM,2017,12,1601.616725,0,776.0703043,0,0-0,626,71,5,0,NM,3,#N/A,4538.030424,#N/A,22817.72447,#N/A,#N/A,1496,800100,5103627,0,0
Nord,Triveneto,Verona,23073,S.MARTINOBUONALBER,2017,12,151543.1867,0,17613.20216,0,0-0,7334,45,5,0,NM,2,#N/A,10193.94803,#N/A,17211.69264,#N/A,#N/A,14283,664288,5031924,0,0
Nord,Triveneto,Padova,28077,S.MARTINODILUPARI,2017,12,45289.59975,0,5611.733779,0,0-0,5278,40,5,0,NM,2,#N/A,190.0747914,#N/A,5837.975097,#N/A,#N/A,13052,723342,5058612,0,0
Nord,Triveneto,Rovigo,29044,S.MARTINODIVENEZZE,2017,12,51633.67025,0,6165.942423,0,0-0,1606,6,5,0,NM,3,#N/A,295.6236566,#N/A,15733.30188,#N/A,#N/A,4035,728669,5000647,0,0
Nord,Triveneto,Venezia,27034,S.MICHELEALTAG.,2017,12,403374.6961,0,12090.91596,0,0-0,23537,7,5,1,NM,3,#N/A,139.711539,#N/A,1428.584799,#N/A,#N/A,12028,811624,5069735,0,0
Nord,Triveneto,Vicenza,24093,S.NAZARIO,2017,12,12504.08049,0,2057.343665,0,0-0,951,160,1,0,T,2,#N/A,238.6681726,#N/A,1864.580227,#N/A,#N/A,1740,709488,5083220,0,0
Nord,Triveneto,Belluno,25046,S.NICOLOCOMELICO,2017,12,70785.5022,0,439.2682664,0,0-0,403,1061,1,0,T,3,#N/A,161.1378423,#N/A,755.0373627,#N/A,#N/A,405,771533,5168799,0,0
Nord,Triveneto,Udine-Monfalcone,30103,S.PIETROALNATISONE,2017,12,113054.6422,0,9730.876163,0,0-0,1189,175,3,0,T,3,#N/A,40804.88897,#N/A,72721.64045,#N/A,#N/A,2223,847511,5119310,0,0
Nord,Triveneto,Belluno,25047,S.PIETRODICADORE,2017,12,13170.81104,0,4094.936594,0,0-0,1181,1100,1,0,T,3,#N/A,303.2959452,#N/A,1097.250882,#N/A,#N/A,1690,775985,5169147,0,0
Nord,Triveneto,Treviso,26073,S.PIETRODIFELETTO,2017,12,72976.89476,0,7430.13808,0,0-0,2397,221,3,0,NM,3,#N/A,1073.164693,#N/A,1982.424434,#N/A,#N/A,5355,752003,5089170,0,0
Nord,Triveneto,Verona,23075,S.PIETRODIMORUBIO,2017,12,137265.1614,0,1101.066451,0,0-0,1264,19,5,0,NM,3,#N/A,899.360389,#N/A,3954.340419,#N/A,#N/A,3024,672833,5012470,0,0
Nord,Triveneto,Verona,23076,S.PIETROINCARIANO,2017,12,557040.7099,0,1193.99144,0,0-0,5718,151,5,0,NM,2,#N/A,3751.659092,#N/A,8489.806439,#N/A,#N/A,12930,648399,5041154,0,0
Nord,Triveneto,Vicenza,24094,S.PIETROMUSSOLINO,2017,12,619.0312477,0,10.69212819,0,0-0,629,270,3,0,T,2,#N/A,5428.529431,#N/A,15030.36175,#N/A,#N/A,1613,675825,5050903,0,0
Nord,Triveneto,Treviso,26074,S.POLODIPIAVE,2017,12,42401.5526,0,4823.783332,0,0-0,1987,27,5,0,NM,2,#N/A,25.83207927,#N/A,1645.805064,#N/A,#N/A,4929,763749,5076764,0,0
Nord,Triveneto,Pordenone,93040,S.QUIRINO,2017,12,31640.19349,0,1863.548842,0,0-0,2203,116,5,0,NM,3,#N/A,795.6305532,#N/A,1860.713236,#N/A,#N/A,4274,785127,5105021,0,0
Nord,Triveneto,Belluno,25050,S.STEFANODICADORE,2017,12,42615.10822,0,4428.323091,0,0-0,2118,908,1,0,T,3,#N/A,160.0929272,#N/A,653.426567,#N/A,#N/A,2663,776694,5164460,0,0
Nord,Triveneto,Belluno,25049,S.TOMASOAGORDINO,2017,12,7906.225868,0,914.1769601,0,0-0,794,1082,1,0,T,3,#N/A,1381.625214,#N/A,2537.169161,#N/A,#N/A,683,728800,5141459,0,0
Nord,Triveneto,Padova,28084,S.URBANO,2017,12,68732.17395,0,4408.720856,0,0-0,902,9,5,0,NM,3,#N/A,2433.933958,#N/A,4160.73548,#N/A,#N/A,2162,706997,5001309,0,0
Nord,Triveneto,Pordenone,93041,S.VITOALTAGLIAMENT,2017,12,151829.1554,0,17946.88567,0,0-0,7036,30,5,0,NM,2,#N/A,7310.796268,#N/A,13508.30212,#N/A,#N/A,15011,799541,5091988,0,0
Nord,Triveneto,Udine-Monfalcone,30105,S.VITOALTORRE,2017,12,7980.367315,0,816.165785,0,0-0,613,24,5,0,NM,3,#N/A,328.5434305,#N/A,690.6279291,#N/A,#N/A,1333,839851,5092364,0,0
Nord,Triveneto,Belluno,25051,S.VITODICADORE,2017,12,38219.92202,0,13970.60199,0,0-0,2945,1010,1,0,T,3,#N/A,305.8454026,#N/A,939.4991839,#N/A,#N/A,1813,744256,5151766,0,0
Nord,Triveneto,Udine-Monfalcone,30106,S.VITODIFAGAGNA,2017,12,7944.450912,0,4167.256961,0,0-0,800,135,5,0,NM,3,#N/A,667.0650559,#N/A,2343.730032,#N/A,#N/A,1682,813554,5111628,0,0
Nord,Triveneto,Vicenza,24096,S.VITODILEGUZZANO,2017,12,6899.431196,0,3237.93282,0,0-0,1604,158,3,0,NM,2,#N/A,2815.774823,#N/A,7879.248449,#N/A,#N/A,3584,684845,5061635,0,0
Nord,Triveneto,Treviso,26077,S.ZENONEDEGLIEZZEL,2017,12,202790.7209,0,4165.029435,0,0-0,2794,117,5,0,NM,2,#N/A,496.7366819,#N/A,2721.481619,#N/A,#N/A,7391,720747,5073386,0,0
Centro,Lazio. Abruzzo e Molise,Latina,59024,SABAUDIA,2017,12,706094.9542,0,77327.69858,2,0-2,12242,17,5,1,NM,3,#N/A,171.813509,#N/A,851.637794,#N/A,#N/A,18812,837343,4584922,0,0
Nord,Piemonte e Liguria,Vercelli-Biella,2123,SABBIA,2017,12,1544.518854,0,1279.49134,0,0-0,174,728,1,0,T,3,#N/A,4183.926271,#N/A,7111.991007,#N/A,#N/A,57,441588,5081420,0,0
Nord,Lombardia,Mantova,20054,SABBIONETA,2017,12,58535.22086,0,5358.538244,0,0-0,2014,18,5,0,NM,3,#N/A,5266.377435,#N/A,10134.10241,#N/A,#N/A,4313,619498,4985036,0,0
Centro,Campania,Salerno-Sala Consilina,65113,SACCO,2017,12,16936.58342,0,3255.901535,0,0-0,376,600,1,0,T,3,#N/A,4285.560822,#N/A,10111.58347,#N/A,#N/A,559,1043097,4490148,0,0
Nord,Triveneto,Padova,28073,SACCOLONGO,2017,12,47228.78272,0,6210.344456,0,0-0,2092,19,5,0,NM,3,#N/A,3816.770462,#N/A,10404.44456,#N/A,#N/A,4934,715070,5032064,0,0
Nord,Triveneto,Pordenone,93037,SACILE,2017,12,144785.7054,0,9993.724315,0,0-0,9551,25,5,0,NM,2,#N/A,1121.015657,#N/A,23498.36396,#N/A,#N/A,19897,771711,5094208,0,0
Centro,Lazio. Abruzzo e Molise,Civitavecchia,58093,SACROFANO,2017,12,86473.82977,0,13084.78887,0,0-0,2702,260,3,0,NM,3,#N/A,8621.216864,#N/A,37221.39413,#N/A,#N/A,6668,785197,4666265,0,0
Centro,Sardegna,Nuoro-Oristano,92119,SADALI,2017,12,62171.78501,0,6741.683826,0,0-0,549,705,1,0,T,3,#N/A,2160.016531,#N/A,4814.99705,#N/A,#N/A,918,521622,4406256,0,0
Centro,Sardegna,Nuoro-Oristano,95086,SAGAMA,2017,12,1284.311014,0,413.4289566,0,0-0,142,333,3,0,T,3,#N/A,587.2311085,#N/A,4418.375833,#N/A,#N/A,193,465429,4457101,0,0
Nord,Piemonte e Liguria,Vercelli-Biella,96056,SAGLIANOMICCA,2017,12,62752.95707,0,3766.450656,0,0-0,980,589,1,0,T,3,#N/A,864.5941738,#N/A,2349.030796,#N/A,#N/A,1654,421580,5056212,0,0
Nord,Triveneto,Udine-Monfalcone,31017,SAGRADO,2017,12,17376.03265,0,1544.121512,0,0-0,1068,32,5,0,T,2,#N/A,13.0887563,#N/A,333.616786,#N/A,#N/A,2236,850823,5090688,0,0
Nord,Emilia Romagna e Marche,Piacenza-Parma,34031,SALABAGANZA,2017,12,88614.88639,0,10448.73377,0,0-0,2740,162,3,0,P,3,#N/A,1375.675308,#N/A,19775.13745,#N/A,#N/A,5392,595015,4950147,0,0
Nord,Piemonte e Liguria,Vercelli-Biella,96057,SALABIELLESE,2017,12,31529.64364,0,1790.931471,0,0-0,424,626,3,0,T,3,#N/A,72.06130748,#N/A,1216.753409,#N/A,#N/A,627,418664,5040386,0,0
Nord,Emilia Romagna e Marche,Bologna,37050,SALABOLOGNESE,2017,12,81005.08754,0,7904.007261,0,0-0,3837,25,5,0,NM,3,#N/A,14765.32263,#N/A,32529.03124,#N/A,#N/A,8245,679965,4944124,0,0
Nord,Lombardia,Como-Lecco,13203,SALACOMACINA,2017,12,2306.887709,0,1490.660872,0,0-0,447,213,1,0,T,2,#N/A,242.3853956,#N/A,1948.227863,#N/A,#N/A,614,512213,5090899,0,0
Centro,Campania,Salerno-Sala Consilina,65114,SALACONSILINA,2017,12,69295.12918,0,7651.257231,0,0-0,5658,614,3,0,P,2,#N/A,3469.099148,#N/A,6894.048301,#N/A,#N/A,12258,1060847,4493205,0,0
Nord,Piemonte e Liguria,Alessandria-Asti,6150,SALAMONFERRATO,2017,12,6387.127299,0,3045.474512,0,0-0,268,264,3,0,NM,3,#N/A,791.4525217,#N/A,3783.070927,#N/A,#N/A,377,449256,4991654,0,0
Sud,Puglia e Basilicata,Basilicata,77024,SALANDRA,2017,12,22840.18283,0,866.9533939,0,0-0,1492,552,3,0,NM,3,#N/A,5723.059421,#N/A,10102.6632,#N/A,#N/A,2934,1120104,4514093,0,0
Sud,Sicilia,Trapani,81017,SALAPARUTA,2017,12,103283.4758,0,13048.25744,0,0-0,889,171,3,0,NM,3,#N/A,4907.794176,#N/A,36170.23271,#N/A,#N/A,1721,850861,4187323,0,0
Nord,Triveneto,Rovigo,29042,SALARA,2017,12,3365.103265,0,1587.781036,0,0-0,528,7,5,0,NM,3,#N/A,2362.377278,#N/A,7829.569338,#N/A,#N/A,1214,691054,4984418,0,0
Nord,Piemonte e Liguria,Vercelli-Biella,2126,SALASCO,2017,12,568.796223,0,461.5435334,0,0-0,103,148,5,0,NM,3,#N/A,695.6865007,#N/A,14705.71047,#N/A,#N/A,237,443977,5018950,0,0
Nord,Piemonte e Liguria,Ivrea,1231,SALASSA,2017,12,14006.80411,0,2637.688623,0,0-0,869,349,5,0,NM,3,#N/A,2299.328748,#N/A,14314.20274,#N/A,#N/A,1795,397680,5023854,0,0
Nord,Piemonte e Liguria,Rivoli,1232,SALBERTRAND,2017,12,0,0,86.42803619,0,0-0,39,1032,1,0,T,3,#N/A,183.9758615,#N/A,329.9740268,#N/A,#N/A,579,333436,4993662,0,0
Nord,Triveneto,Vicenza,24090,SALCEDO,2017,12,2511.133076,0,799.236582,0,0-0,467,398,3,0,T,3,#N/A,71.96612896,#N/A,1719.557455,#N/A,#N/A,1038,700011,5070779,0,0
Centro,Lazio. Abruzzo e Molise,Molise,70062,SALCITO,2017,12,5515.432295,0,834.7285076,0,0-0,656,678,1,0,T,3,#N/A,181.299746,#N/A,681.607178,#N/A,#N/A,695,959708,4635245,0,0
Nord,Piemonte e Liguria,Alessandria-Asti,6151,SALE,2017,12,55766.16335,0,4926.99207,0,0-0,1949,83,5,0,NM,3,#N/A,2580.374901,#N/A,7055.941861,#N/A,#N/A,4218,484377,4979281,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4199,SALEDELLELANGHE,2017,12,4266.305984,0,562.2277405,0,0-0,362,480,3,0,T,3,#N/A,3878.988176,#N/A,23290.31376,#N/A,#N/A,525,427795,4916412,0,0
Nord,Lombardia,Brescia-Breno,17169,SALEMARASINO,2017,12,18407.74299,0,2819.751806,0,0-0,2050,200,1,0,T,2,#N/A,909.7438371,#N/A,6149.866748,#N/A,#N/A,3370,587878,5062784,0,0
Sud,Sicilia,Trapani,81018,SALEMI,2017,12,555101.4891,0,69770.14597,1,0-1,5437,446,3,0,NM,3,#N/A,1112.514235,#N/A,9000.593866,#N/A,#N/A,10871,831603,4192994,0,0
Centro,Campania,Salerno-Sala Consilina,65115,SALENTO,2017,12,1055.036443,0,322.545867,0,0-0,463,420,3,0,NM,3,#N/A,5448.105785,#N/A,83204.61641,#N/A,#N/A,2005,1025637,4473895,0,0
Nord,Piemonte e Liguria,Ivrea,1233,SALERANOCANAVESE,2017,12,3002.558277,0,268.1942154,0,0-0,241,247,3,0,NM,2,#N/A,2535.913302,#N/A,10447.52612,#N/A,#N/A,522,409602,5034658,0,0
Nord,Lombardia,Lodi-Cremona,98046,SALERANOSULLAMBRO,2017,12,38570.1038,0,2829.849927,0,0-0,1067,77,5,0,NM,3,#N/A,833.2534825,#N/A,2242.52935,#N/A,#N/A,2653,530184,5015374,0,0
Centro,Campania,Salerno-Sala Consilina,65116,SALERNO,2017,12,1131835.691,0,26808.92741,1,0-1,60563,4,4,1,NM,1,#N/A,122704.507,#N/A,262737.2917,#N/A,#N/A,132608,991195,4519477,0,0
Nord,Piemonte e Liguria,Cuneo-Alba,4200,SALESANGIOVANNI,2017,12,3017.356289,0,292.2515038,0,0-0,152,615,3,0,T,3,#N/A,5016.895896,#N/A,22303.7881,#N/A,#N/A,178,426539,4917679,0,0
Nord,Triveneto,Padova,28074,SALETTO,2017,12,42294.42155,0,3253.971012,0,0-0,1224,12,5,0,NM,3,#N/A,1251.628476,#N/A,4102.807407,#N/A,#N/A,2730,700563,5012445,0,0
